title,url,synopsis,genre,country,year
데스페라도,https://pedia.watcha.com/ko-KR/contents/m5DVGQO,"악랄한 마약 밀매상 부초에 의해 사랑하는 여인과 한쪽 손을 잃은 검은 머리의 사내가 복수를 위해 길을 떠난다. 그가 가진 것은 오직 낡은 기타 케이스 하나, 그러나 그 안에는 상상을 초월하는 엄청난 무기가 들어있다. 이름도 없는 이 사나이는 그저 스페인어로 악사라는 뜻의 '마리아치(안토니오 반데라스)'라고 불리운다. 기타 케이스를 들고 다니는 사내가 부초(조아큄 데 알메이다)를 쫓고 있다는 소문이 곳곳에 퍼진 가운데 마리아치는 부초 일당의 비밀 아지트인 까페를 찾아낸다. 눈깜짝할 사이, 까페에서 술을 마시던 부초의 부하들과 마리아치는 총격전을 벌이고 까페는 피범벅이 된다. 마리아치는 구사일생으로 목숨을 건지지만 큰 부상을 입고 서점으로 피신한다. 영문도 모른채 불청객의 방문을 받은 서점의 여주인 까롤리나(살마 아예크)는 마리아치의 상처를 치료해 주다 사랑에 빠지고, 둘은 곧 격렬한 사랑을 나눈다. 그러나 서점은 부초의 도움으로 운영되는 곳. 까롤리나 역시 별수 없는 부초의 조직원이었던 것이다. 마리아치가 서점에 있음을 눈치 챈 부초는 부하들을 보내 그를 죽이도록 명령하고, 서점은 또다시 전쟁터가 된다. 모든 것을 잃은 까롤리나는 마리아치에게 자신의 운명을 맡기기로 결정한다. 결전의 날, 마리아치는 까롤리나와 함께 부초의 은신처로 잠입한다. 그러나 마리아치 앞에는 또다른 시험이 기다리고 있다. 마리아치가 복수의 날을 갈며 찾아 헤매던 부초는 자신의 형. 갈등하는 사이 부초의 야비한 총구는 까롤리나를 겨누고, 상처로 얼룩진 마리아치의 손은 가늘게 떨리는데...",서부극/액션/스릴러/범죄,"미국, 멕시코",1995
데쓰 프루프,https://pedia.watcha.com/ko-KR/contents/my5Yr3W,"텍사스 주의 작은 도시 오스틴. 인기를 한 몸에 끌고 있는 섹시한 라디오 DJ 정글 줄리아는 친구인 알린, 셰나와 셋이 모처럼 신나는 밤을 보낼 예정이다. 밤 새도록 동네의 바를 섭렵하며 신나게 웃고 춤추는 세 사람, 그러나 어딘가에서 조용히 이들을 지켜보는 남자가 있었으니…. 자신 뿐 아니라 아름다운 미녀들을 위험에 빠뜨리는 것에서 삶의 위안을 얻는 스턴트맨 마이크(커트 러셀 역)가 바로 그다. 자신의 차를 ‘100% 데쓰 프루프(절대 죽지 않는)’의 안전한 차라고 소개하며 안전귀가를 책임지겠다고 미녀들을 유혹하는 마이크. 어느 날, 또 다른 미녀들을 노리던 그는 인생 최고의 제대로 된 적수들을 만나게 되는데…! 이번 상대는 결코 만만치 않다! 끝을 보고 싶다면 따라오라!!",액션/스릴러,미국,2007
레이더스,https://pedia.watcha.com/ko-KR/contents/mXOgzYW,"1936년 남아메리카. 인디아나 존스(해리슨 포드) 박사는 험난한 밀림 지대를 헤치고 독거미와 온갖 부비트랩을 뚫고서 고대 문명의 동굴에 보관된 보물을 손에 넣는데 성공하지만, 마지막 순간 악덕 고고학자 벨로크(폴 프리먼)에게 빼앗기고 만다. 대학으로 돌아온 인디에게 정보국 사람들이 찾아온다. 정부로부터 성서에 나오는 성궤를 찾으라는 명령을 받는은 인디는 단서를 하나하나 찾아가며 성궤의 행방을 추적해 나간다. 그런데 나치군들도 역시 전쟁에 가지고 나가기만 하면 모든 전쟁에서 승리를 거둘 수 있는 무서운 힘을 지닌 성궤를 찾아나서는데...",액션/모험,미국,1981
레옹,https://pedia.watcha.com/ko-KR/contents/m15GKp5,"“나도 행복해 지고 싶어. 잠도 자고, 뿌리도 내릴 꺼야.” 한 손엔 우유 2팩이 든 가방, 다른 한 손엔 화분을 들고 뿌리 없이 떠도는 킬러 레옹은 어느 날 옆 집 소녀 마틸다의 일가족이 몰살 당하는 것을 목격한다. 그 사이 심부름을 갔다 돌아 온 마틸다는 가족들이 처참히 몰살 당하자 레옹에게 도움을 청하다. 가족의 원수를 갚기 위해 킬러가 되기로 결심한 12세 소녀 마틸다는 레옹에게 글을 알려주는 대신 복수하는 법을 배우게 된다. 드디어 그녀는 가족을 죽인 사람이 부패 마약 경찰 스탠스임을 알게 되고, 그의 숙소로 향하게 되는데…",액션/범죄/드라마/스릴러,"프랑스, 미국",1994
레지던트 이블,https://pedia.watcha.com/ko-KR/contents/m15GDpW,"라쿤 시티 지하에 위치한 거대한 유전자 연구소 '하이브'에서 어느 날 치명적인 바이러스가 유출된다. 연구소를 통제하는 슈퍼 컴퓨터 레드퀸은 연구소의 모든 문을 차단한 뒤 연구원을 죽이며 인간에게 대항하기 시작한다. 정부는 레드퀸과 바이러스를 막기 위해 특공대를 파견하고, 여기에 기억상실증에 걸린 앨리스(밀라 요보비치)가 합류한다. 이들은 3시간 이내에 레드퀸을 제압해야 하지만, 연구원들이 모두 좀비로 변했다는 사실이 확인되면서 사태는 더욱 심각해진다.",액션/공포/SF,"영국, 독일",2002
레지던트 이블 2,https://pedia.watcha.com/ko-KR/contents/mXOg4Ad,"내 이름은 앨리스.. 난 모든 것을 기억하고 있다 빠져나갈 수 없다면 죽을 수도 없다! 눈을 뜬 순간, 공포는 다시 시작된다! 앨리스가 봉인하고 탈출한 하이브를 엄브렐러가 연구목적으로 다시 열면서 죽음의 바이러스는 라쿤 시티 전체로 확산된다. 탈출하려는 시민들로 도시는 거의 폭동으로까지 번지지만, 엄브렐러사는 자신들의 실수를 은폐하기 위해 도시와 외부가 연결되는 유일한 통로를 차단해 버리고 만다. 낯선 병원에서 눈을 뜬 앨리스는 폐쇄된 도시 속에 또다시 고립되었음을 알게되는데... 사방이 통제된 도시, 누구도 빠져나갈 수 없다! 한편 차단된 라쿤 시티에 갇힌 특수요원 질 일행과 합류한 앨리스는 한치 앞을 예상할 수 없는 죽음의 공포 속에서 힘겨운 싸움을 벌이던 중, T바이러스 개발자인 찰스박사로부터 도시 어딘가에 고립된 그의 어린 딸을 구해주는 조건으로 그들에게 탈출할 방법을 알려주겠다는 거래를 제안받는다. 이제 앨리스 일행의 유일한 희망은 도시 어딘가에 숨어있는 과학자의 딸을 구출하는 것 뿐! 미션 타임 4시간, ‘네메시스’ 프로그램 가동! 사방에서 끊임없이 공격해 들어오는 적들과 힘겨운 싸움을 펼치는 이들에게 엄브렐러사는 증거인멸을 위해 도시 전체를 핵으로 날려버리려고 하고, 설상가상으로 상상을 초월하는 최강의 비밀병기 ‘네메시스’가 앨리스 일행을 가로막는다. 이들에게 남은 시간은 단 4시간! 이제 시시각각 조여오는 죽음의 공포 속에 영화는 점점 한치 앞을 내다볼 수 없는 숨막히는 미로 속으로 빠져드는데....",액션/공포/SF/스릴러,"독일, 영국, 미국, 캐나다, 프랑스",2004
레지던트 이블 3: 인류의 멸망,https://pedia.watcha.com/ko-KR/contents/mWyJvMO,"문명이 사라진 라스베가스, 생존자가 있다면 아직 끝나지 않았다! 모든 미래가 사라진 라스베가스... 인류의 희망은 단 하나! 세상의 끝... 엄브렐러사의 T-바이러스는 세계 전역으로 확산되어 인간의 살을 탐하는 제3의 인종을 탄생시킨다. 바이러스의 전염은 인류를 멸망의 위기로 몰고 가고, 지구에 대재앙을 불러온다. 모든 것이 사막에 묻힌 가운데, 카를로스(오데드 페르 분)와 클레어(알리 라터 분), 베티(아샨티 분) 등 생존자들은 무장된 차량을 타고 또 다른 생존자를 찾는다.",액션/공포/SF/스릴러,"프랑스, 호주, 독일, 영국, 미국, 멕시코, 캐나다",2007
레지던트 이블 4: 끝나지 않은 전쟁 3D,https://pedia.watcha.com/ko-KR/contents/md7ZYeO,"엄브렐러 코퍼레이션의 T-바이러스가 전세계를 위험에 빠뜨리고, 인류의 마지막 희망 ‘앨리스’는 거대한 반격을 준비하지만 엄브렐라가 탄생시킨 새로운 크리쳐와 최강 언데드들은 상상 이상의 파워로 그들을 공격한다. T-바이러스의 비밀을 알고 있는 ‘크리스’에게 도움을 받아 위기에서 벗어난 ‘앨리스.’ 하지만 엄브렐러 코퍼레이션의 수장이자 초인적인 능력을 지닌 최강의 적 ‘웨스커’가 거대한 반격으로 그들을 위협하는데…",액션/모험/공포/SF,"독일, 프랑스, 캐나다, 영국, 중국, 미국",2010
레지던트 이블 5: 최후의 심판,https://pedia.watcha.com/ko-KR/contents/m5Qvg7W,"엄브렐라의 치명적인 T-바이러스는 전 세계를 위험에 빠뜨리고, 언데드가 지구를 장악한다. 인류의 마지막 희망인 ‘앨리스’(밀라 요보비치)는 엄브렐라의 비밀기지에서 깨어나 더욱 강하고 악랄해진 악의 존재들과 마주하게 된다. 도쿄와 뉴욕, 워싱턴, 모스크바 등 전세계를 넘나들며 치열한 사투를 벌이던 ‘앨리스’는 서서히 드러나는 자신의 미스테리한 과거를 알게 되고, 이제까지 진실이라 믿었던 모든 것을 의심하게 된다. 혼란에 빠진 앨리스는 최강의 언데드와 더욱 막강해진 엄브렐라에 맞서 인류 최대의 전쟁을 시작하는데...",액션/SF/공포/스릴러,"독일, 캐나다, 미국, 프랑스, 영국",2012
레지던트 이블: 파멸의 날,https://pedia.watcha.com/ko-KR/contents/mdRLYlg,"엄브렐라가 개발한 치명적인 T-바이러스가 전 세계에 퍼지고, 바이러스에 감염된 언데드들이 세상을 뒤덮는다. 인류의 유일한 희망인 ‘앨리스’(밀라 요보비치)는 폐허가 된 도시를 떠돌던 중 엄브렐라가 T-바이러스를 해독할 백신 개발에 성공했다는 것을 알게 된다. 그녀는 백신을 손에 넣기 위해 모든 사건의 시발점이자 엄브렐라의 본거지인 ‘라쿤 시티’로 돌아가 모든 것을 끝낼 마지막 전쟁을 시작하는데... 생존자들을 구하기 위해 주어진 시간은 48시간 인류 최후의 전사 '앨리스'의 마지막 전쟁이 시작된다!",액션/공포/SF/스릴러,"미국, 독일, 프랑스, 캐나다, 남아프리카 공화국, 호주, 영국, 일본, 중국",2016
로맨싱 스톤,https://pedia.watcha.com/ko-KR/contents/mdMw9yW,마이클 더글러스와 캐서린 터너가 주연을 맡은 선풍적인 로맨스극. 언니를 구하러 정글로 향한 소설가가 일확천금의 기회를 노리는 잘생긴 남자를 만나면서 곁길로 새게 된다!,모험/로맨스/액션/코미디,미국,1984
마스크 오브 조로,https://pedia.watcha.com/ko-KR/contents/mW4LQXW,"전설적인 주인공 '조로' 돈 디에고 드 라 베가(안소니 홉킨스)는 폭군 라파엘 몬테로에게 가족과 모든 것을 빼앗기고 감옥에 갇힌다. 이제 긴 폭정을 막을 그의 후계자를 찾아야 했고, 바로 이때 한때는 강도였던 알렉산드로 뮤리에다(안토니오 반데라스)를 찾아낸다. 마스크, 검, 채찍으로 무장하고 칠흑 빛 종마 토네이도를 탄 새로운 조로. 몬테로가 캘리포니아를 사려는 계략을 막고, 20년간의 부정을 바로잡아 독재자의 노예로 살아온 멕시코인들에게 정의를 돌려주기위해 검을 뽑아드는데...",액션/서부극/스릴러/로맨스/코미디/모험,"미국, 독일, 멕시코",1998
마이애미 바이스,https://pedia.watcha.com/ko-KR/contents/mdM93yd,"플로리다 남부로 유입되는 마약 공급책을 수사 중이던 FBI, CIA, DEA 연합 합동 작전이 정보 유출로 인해 실패로 돌아가고 연이은 세 건의 살인 사건이 발생한다. 내부 정보 유출로 더 이상의 사건 개입이 불가능해진 FBI는 합동 작전에 연루되지 않았던 비밀경찰 리코(제이미 폭스)와 소니(콜린 파렐)를 마약 운반책으로 위장 시켜 조직에 잠입시킨다. 수사기관의 시스템을 누구보다 잘 아는 두 사람은 정보를 역이용, 기관의 감시를 피해 첫 임무를 완벽하게 성사시키며 조직원으로 합류하게 되는데…",액션/범죄/스릴러,미국,2006
미션 임파서블,https://pedia.watcha.com/ko-KR/contents/mY5QaG5,동유럽 첩보원들의 비밀 명단을 훔쳐 무기상에 팔아 넘기려는 음모를 막기 위해 짐 펠프스(존 보이트)가 이끄는 CIA 최고의 팀 미션 임파서블이 투입된다. 그러나 대사관 파티에 잠입하여 동료들과 함께 작전을 수행하던 중 팀의 리더였던 이단 헌트(톰 크루즈)만이 구사일생으로 혼자 살아 남는다. 곧 이어 본부에 연락을 취한 헌트는 이번 작전이 CIA 내에 침투한 이중간첩의 체포작전이라는 것과 자신이 범인으로 지목된 것을 알고 재빨리 피신한다. 그는 자신을 함정에 빠뜨리고 동료들을 살해한 진짜 범인을 찾기 위해 나선다. 마침내 그는 컴퓨터의 접속암호를 풀어 무기 밀매상인 맥스와 연락을 취하는데...,액션/모험/스릴러,미국,1996
미션 임파서블 2,https://pedia.watcha.com/ko-KR/contents/mBOkMJ5,러시아 생물공학자 네코비치 박사는 비행기 내에서 이단 헌트(톰 크루즈)로 변장한 앰브로즈(더그레이 스코트)에게 벨레로폰을 탈취당한 후 살해된다. IMF(Impossible Mission Force) 요원 이단 헌트는 네코비치 박사가 테러리스트 앰브로즈에게 탈취당한 것이 무엇인지 알아내기 위해 파견된다. 키메라라는 것이 인플루엔자를 없애기 위한 완벽한 치료제인 벨레로폰을 유전적으로 조합하다 부수적으로 만들어진 악성 바이러스라는 사실을 알아낸 헌트는 임무를 위해 앰브로즈의 전 애인 니아 홀(탠디 뉴톤)을 포섭한다. 헌트는 니아와 사랑에 빠지지만 키메라 바이러스를 파괴하기 위해 니아를 앰브로즈에게 보내는데...,액션/모험/스릴러,"미국, 독일",2000
미션 임파서블 3,https://pedia.watcha.com/ko-KR/contents/mjO0PzO,"IMF(Impossible Mission Force) 최고의 베테랑 특수 요원으로서 항상 긴장감 속에 경계를 늦추지 않던 이단 헌트(톰 크루즈). 이제 현장에서 한 발 물러나 특수 요원 트레이닝에 전념하며 삶의 여유를 찾고, 사랑하는 여인 줄리아(미셸 모나한)와 행복한 결혼을 꿈꾼다. 하지만 그녀와의 약혼식 날, 급작스런 본부의 호출을 받은 이단 헌트에게 악명 높은 국제 암거래상 오웬 데비언(필립 세이모어 호프만)에게 인질로 잡혀있는 IMF 요원을 구출하라는 명령이 떨어진다. 약혼녀에게 차마 사실을 알리지 못한 채 작전에 임하는 이단 헌트는 요원을 구출하는 데에 극적으로 성공하지만 그녀는 결국 목숨을 잃고 마는데...",액션/모험/스릴러,"미국, 독일, 중국, 이탈리아",2006
